away, away_score, home_score, home, year, week
Packers,14,19,Chiefs,2011,15
Panthers,28,13,Texans,2011,15
Lions,28,27,Raiders,2011,15
Jets,19,45,Eagles,2011,15
Browns,17,20,Cardinals,2011,15
Patriots,41,23,Broncos,2011,15
Ravens,14,34,Chargers,2011,15
Steelers,03,20,49ers,2011,15
Texans,16,19,Colts,2011,16
Broncos,14,40,Bills,2011,16
Rams,00,27,Steelers,2011,16
Cardinals,16,23,Bengals,2011,16
Buccaneers,16,48,Panthers,2011,16
Vikings,33,26,Redskins,2011,16
Dolphins,24,27,Patriots,2011,16
Browns,14,20,Ravens,2011,16
Jaguars,17,23,Titans,2011,16
Raiders,16,13,Chiefs,2011,16
Giants,29,14,Jets,2011,16
Chargers,10,38,Lions,2011,16
49ers,19,17,Seahawks,2011,16
Eagles,20,07,Cowboys,2011,16
Bears,21,35,Packers,2011,16
Falcons,16,45,Saints,2011,16
Jets,17,19,Dolphins,2011,17
Bills,21,49,Patriots,2011,17
Panthers,17,45,Saints,2011,17
49ers,34,27,Rams,2011,17
Bears,17,13,Vikings,2011,17
Lions,41,45,Packers,2011,17
Redskins,10,34,Eagles,2011,17
Colts,13,19,Jaguars,2011,17
Titans,23,22,Texans,2011,17
Buccaneers,24,45,Falcons,2011,17
Chargers,38,26,Raiders,2011,17
Chiefs,07,03,Broncos,2011,17
Steelers,13,09,Browns,2011,17
Seahawks,20,23,Cardinals,2011,17
Cowboys,14,31,Giants,2011,17
Ravens,24,16,Bengals,2011,17
Vikings,09,14,Saints,2010,1
Browns,14,17,Buccaneers,2010,1
Falcons,09,15,Steelers,2010,1
Lions,14,19,Bears,2010,1
Panthers,18,31,Giants,2010,1
Raiders,13,38,Titans,2010,1
Broncos,17,24,Jaguars,2010,1
Dolphins,15,10,Bills,2010,1
Bengals,24,38,Patriots,2010,1
Colts,24,34,Texans,2010,1
Packers,27,20,Eagles,2010,1
Cardinals,17,13,Rams,2010,1
49ers,06,31,Seahawks,2010,1
Cowboys,07,13,Redskins,2010,1
Ravens,10,09,Jets,2010,1
Chargers,14,21,Chiefs,2010,1
Bills,07,34,Packers,2010,2
Ravens,10,15,Bengals,2010,2
Buccaneers,20,07,Panthers,2010,2
Cardinals,07,41,Falcons,2010,2
Eagles,35,32,Lions,2010,2
Bears,27,20,Cowboys,2010,2
Steelers,19,11,Titans,2010,2
Dolphins,14,10,Vikings,2010,2
Chiefs,16,14,Browns,2010,2
Rams,14,16,Raiders,2010,2
Seahawks,14,31,Broncos,2010,2
Patriots,14,28,Jets,2010,2
Jaguars,13,38,Chargers,2010,2
Texans,30,27,Redskins,2010,2
Giants,14,38,Colts,2010,2
Saints,25,22,49ers,2010,2
Titans,29,10,Giants,2010,3
Bengals,20,07,Panthers,2010,3
Steelers,38,13,Buccaneers,2010,3
Bills,30,38,Patriots,2010,3
Cowboys,27,13,Texans,2010,3
Lions,10,24,Vikings,2010,3
Falcons,27,24,Saints,2010,3
49ers,10,31,Chiefs,2010,3
Browns,17,24,Ravens,2010,3
Redskins,16,30,Rams,2010,3
Eagles,28,03,Jaguars,2010,3
Colts,27,13,Broncos,2010,3
Raiders,23,24,Cardinals,2010,3
Chargers,20,27,Seahawks,2010,3
Jets,31,23,Dolphins,2010,3
Packers,17,20,Bears,2010,3
Jets,38,14,Bills,2010,4
Bengals,20,23,Browns,2010,4
Ravens,17,14,Steelers,2010,4
Lions,26,28,Packers,2010,4
Broncos,26,20,Titans,2010,4
49ers,14,16,Falcons,2010,4
Panthers,14,16,Saints,2010,4
Seahawks,03,20,Rams,2010,4
Colts,28,31,Jaguars,2010,4
Texans,31,24,Raiders,2010,4
Redskins,17,12,Eagles,2010,4
Cardinals,10,41,Chargers,2010,4
Patriots,41,14,Dolphins,2010,4
Bears,03,17,Giants,2010,4
Jaguars,36,26,Bills,2010,5
Broncos,17,31,Ravens,2010,5
Chiefs,09,19,Colts,2010,5
Packers,13,16,Redskins,2010,5
Rams,06,44,Lions,2010,5
Bears,23,06,Panthers,2010,5
Buccaneers,24,21,Bengals,2010,5
Giants,34,10,Texans,2010,5
Falcons,20,10,Browns,2010,5
Saints,20,30,Cardinals,2010,5
Titans,34,27,Cowboys,2010,5
Chargers,27,35,Raiders,2010,5
Eagles,27,24,49ers,2010,5
Vikings,20,29,Jets,2010,5
Dolphins,23,20,Packers,2010,6
Chargers,17,20,Rams,2010,6
Ravens,20,23,Patriots,2010,6
Browns,10,28,Steelers,2010,6
Chiefs,31,35,Texans,2010,6
Lions,20,28,Giants,2010,6
Falcons,17,31,Eagles,2010,6
Saints,31,06,Buccaneers,2010,6
Seahawks,23,20,Bears,2010,6
Jets,24,20,Broncos,2010,6
Raiders,09,17,49ers,2010,6
Cowboys,21,24,Vikings,2010,6
Colts,27,24,Redskins,2010,6
Titans,30,03,Jaguars,2010,6
Bengals,32,39,Falcons,2010,7
Steelers,23,22,Dolphins,2010,7
Bills,34,37,Ravens,2010,7
Jaguars,20,42,Chiefs,2010,7
Browns,30,17,Saints,2010,7
Redskins,17,14,Bears,2010,7
49ers,20,23,Panthers,2010,7
Eagles,19,37,Titans,2010,7
Rams,17,18,Buccaneers,2010,7
Cardinals,10,22,Seahawks,2010,7
Patriots,23,20,Chargers,2010,7
Raiders,59,14,Broncos,2010,7
Vikings,24,28,Packers,2010,7
Giants,41,35,Cowboys,2010,7
Broncos,16,24,49ers,2010,8
Jaguars,35,17,Cowboys,2010,8
Dolphins,22,14,Bengals,2010,8
Bills,10,13,Chiefs,2010,8
Redskins,25,37,Lions,2010,8
Panthers,10,20,Rams,2010,8
Packers,09,00,Jets,2010,8
Titans,25,33,Chargers,2010,8
Vikings,18,28,Patriots,2010,8
Buccaneers,38,35,Cardinals,2010,8
Seahawks,03,33,Raiders,2010,8
Steelers,10,20,Saints,2010,8
Texans,17,30,Colts,2010,8
Jets,23,20,Lions,2010,9
Dolphins,10,26,Ravens,2010,9
Patriots,14,34,Browns,2010,9
Chargers,29,23,Texans,2010,9
Bears,22,19,Bills,2010,9
Cardinals,24,27,Vikings,2010,9
Buccaneers,21,27,Falcons,2010,9
Saints,34,03,Panthers,2010,9
Giants,41,07,Seahawks,2010,9
Colts,24,26,Eagles,2010,9
Chiefs,20,23,Raiders,2010,9
Cowboys,07,45,Packers,2010,9
Steelers,27,21,Bengals,2010,9
Ravens,21,26,Falcons,2010,10
Lions,12,14,Bills,2010,10
Panthers,16,31,Buccaneers,2010,10
Texans,24,31,Jaguars,2010,10
Bengals,17,23,Colts,2010,10
Titans,17,29,Dolphins,2010,10
Jets,26,20,Browns,2010,10
Vikings,13,27,Bears,2010,10
Chiefs,29,49,Broncos,2010,10
Rams,20,23,49ers,2010,10
Seahawks,36,18,Cardinals,2010,10
Cowboys,33,20,Giants,2010,10
Patriots,39,26,Steelers,2010,10
Eagles,59,28,Redskins,2010,10
Bears,16,00,Dolphins,2010,11
Ravens,37,13,Panthers,2010,11
Cardinals,13,31,Chiefs,2010,11
Redskins,19,16,Titans,2010,11
Packers,31,03,Vikings,2010,11
Lions,19,35,Cowboys,2010,11
Browns,20,24,Jaguars,2010,11
Texans,27,30,Jets,2010,11
Bills,49,31,Bengals,2010,11
Raiders,03,35,Steelers,2010,11
Falcons,34,17,Rams,2010,11
Seahawks,19,34,Saints,2010,11
Buccaneers,21,00,49ers,2010,11
Colts,28,31,Patriots,2010,11
Giants,17,27,Eagles,2010,11
Broncos,14,35,Chargers,2010,11
Patriots,45,24,Lions,2010,12
Saints,30,27,Cowboys,2010,12
Bengals,10,26,Jets,2010,12
Vikings,17,13,Redskins,2010,12
Panthers,23,24,Browns,2010,12
Steelers,19,16,Bills,2010,12
Titans,00,20,Texans,2010,12
Packers,17,20,Falcons,2010,12
Jaguars,20,24,Giants,2010,12
Chiefs,42,24,Seahawks,2010,12
Dolphins,33,17,Raiders,2010,12
Buccaneers,10,17,Ravens,2010,12
Eagles,26,31,Bears,2010,12
Rams,36,33,Broncos,2010,12
Chargers,36,14,Colts,2010,12
49ers,27,06,Cardinals,2010,12
Texans,24,34,Eagles,2010,13
Bills,14,38,Vikings,2010,13
Saints,34,30,Bengals,2010,13
49ers,16,34,Packers,2010,13
Bears,24,20,Lions,2010,13
Redskins,07,31,Giants,2010,13
Broncos,06,10,Chiefs,2010,13
Jaguars,17,06,Titans,2010,13
Browns,13,10,Dolphins,2010,13
Raiders,28,13,Chargers,2010,13
Panthers,14,31,Seahawks,2010,13
Rams,19,06,Cardinals,2010,13
Cowboys,38,35,Colts,2010,13
Falcons,28,24,Buccaneers,2010,13
Steelers,13,10,Ravens,2010,13
Jets,03,45,Patriots,2010,13
Colts,30,28,Titans,2010,14
Raiders,31,38,Jaguars,2010,14
Falcons,31,10,Panthers,2010,14
Browns,06,13,Bills,2010,14
Bengals,07,23,Steelers,2010,14
Buccaneers,17,16,Redskins,2010,14
Packers,03,07,Lions,2010,14
Rams,13,31,Saints,2010,14
Seahawks,21,40,49ers,2010,14
Patriots,36,07,Bears,2010,14
Chiefs,00,31,Chargers,2010,14
Broncos,13,43,Cardinals,2010,14
Dolphins,10,06,Jets,2010,14
Eagles,30,27,Cowboys,2010,14
Giants,21,03,Vikings,2010,14
Ravens,34,28,Texans,2010,14
49ers,07,34,Chargers,2010,15
Chiefs,27,13,Rams,2010,15
Saints,24,30,Ravens,2010,15
Lions,23,20,Buccaneers,2010,15
Cardinals,12,19,Panthers,2010,15
Eagles,38,31,Giants,2010,15
Bills,17,14,Dolphins,2010,15
Browns,17,19,Bengals,2010,15
Jaguars,24,34,Colts,2010,15
Texans,17,31,Titans,2010,15
Redskins,30,33,Cowboys,2010,15
Falcons,34,18,Seahawks,2010,15
Broncos,23,39,Raiders,2010,15
Jets,22,17,Steelers,2010,15
Packers,27,31,Patriots,2010,15
Bears,40,14,Vikings,2010,15
Panthers,03,27,Steelers,2010,16
Cowboys,26,27,Cardinals,2010,16
Ravens,20,10,Browns,2010,16
Titans,14,34,Chiefs,2010,16
Patriots,34,03,Bills,2010,16
Jets,34,38,Bears,2010,16
49ers,17,25,Rams,2010,16
Redskins,20,17,Jaguars,2010,16
Lions,34,27,Dolphins,2010,16
Texans,23,24,Broncos,2010,16
Colts,31,26,Raiders,2010,16
Chargers,20,34,Bengals,2010,16
Giants,17,45,Packers,2010,16
Seahawks,15,38,Buccaneers,2010,16
Saints,17,14,Falcons,2010,16
Vikings,24,14,Eagles,2010,16
Panthers,10,31,Falcons,2010,17
Steelers,41,09,Browns,2010,17
Vikings,13,20,Lions,2010,17
Bengals,07,13,Ravens,2010,17
Dolphins,07,38,Patriots,2010,17
Bills,07,38,Jets,2010,17
Raiders,31,10,Chiefs,2010,17
Buccaneers,23,13,Saints,2010,17
Bears,03,10,Packers,2010,17
Giants,17,14,Redskins,2010,17
Titans,20,23,Colts,2010,17
Jaguars,17,34,Texans,2010,17
Cowboys,14,13,Eagles,2010,17
Chargers,33,28,Broncos,2010,17
Cardinals,07,38,49ers,2010,17
Rams,06,16,Seahawks,2010,17
Titans,10,13,Steelers,2009,1
Vikings,34,20,Browns,2009,1
Lions,27,45,Saints,2009,1
Cowboys,34,21,Buccaneers,2009,1
Jets,24,07,Texans,2009,1
Jaguars,12,14,Colts,2009,1
Broncos,12,07,Bengals,2009,1
Eagles,38,10,Panthers,2009,1
Chiefs,24,38,Ravens,2009,1
Dolphins,07,19,Falcons,2009,1
49ers,20,16,Cardinals,2009,1
Rams,00,28,Seahawks,2009,1
Redskins,17,23,Giants,2009,1
Bears,15,21,Packers,2009,1
Bills,24,25,Patriots,2009,1
Chargers,24,20,Raiders,2009,1
Panthers,20,28,Falcons,2009,2
Vikings,27,13,Lions,2009,2
Rams,07,09,Redskins,2009,2
Texans,34,31,Titans,2009,2
Saints,48,22,Eagles,2009,2
Patriots,09,16,Jets,2009,2
Raiders,13,10,Chiefs,2009,2
Cardinals,31,17,Jaguars,2009,2
Bengals,31,24,Packers,2009,2
Seahawks,10,23,49ers,2009,2
Buccaneers,20,33,Bills,2009,2
Ravens,31,26,Chargers,2009,2
Browns,06,27,Broncos,2009,2
Steelers,14,17,Bears,2009,2
Giants,33,31,Cowboys,2009,2
Colts,27,23,Dolphins,2009,2
Browns,03,34,Ravens,2009,3
Titans,17,24,Jets,2009,3
Redskins,14,19,Lions,2009,3
Jaguars,31,24,Texans,2009,3
49ers,24,27,Vikings,2009,3
Falcons,10,26,Patriots,2009,3
Giants,24,00,Buccaneers,2009,3
Chiefs,14,34,Eagles,2009,3
Packers,36,17,Rams,2009,3
Saints,27,07,Bills,2009,3
Bears,25,19,Seahawks,2009,3
Steelers,20,23,Bengals,2009,3
Dolphins,13,23,Chargers,2009,3
Broncos,23,03,Raiders,2009,3
Colts,31,10,Cardinals,2009,3
Panthers,07,21,Cowboys,2009,3
Lions,24,48,Bears,2009,4
Bengals,23,20,Browns,2009,4
Raiders,06,29,Texans,2009,4
Seahawks,17,34,Colts,2009,4
Titans,17,37,Jaguars,2009,4
Giants,27,16,Chiefs,2009,4
Ravens,21,27,Patriots,2009,4
Buccaneers,13,16,Redskins,2009,4
Bills,10,38,Dolphins,2009,4
Jets,10,24,Saints,2009,4
Cowboys,10,17,Broncos,2009,4
Rams,00,35,49ers,2009,4
Chargers,28,38,Steelers,2009,4
Packers,23,30,Vikings,2009,4
Vikings,38,10,Rams,2009,5
Buccaneers,14,33,Eagles,2009,5
Cowboys,26,20,Chiefs,2009,5
Steelers,28,20,Lions,2009,5
Redskins,17,20,Panthers,2009,5
Browns,06,03,Bills,2009,5
Raiders,07,44,Giants,2009,5
Bengals,17,14,Ravens,2009,5
Falcons,45,10,49ers,2009,5
Jaguars,00,41,Seahawks,2009,5
Patriots,17,20,Broncos,2009,5
Texans,21,28,Cardinals,2009,5
Colts,31,09,Titans,2009,5
Jets,27,31,Dolphins,2009,5
Texans,28,17,Bengals,2009,6
Lions,00,26,Packers,2009,6
Rams,20,23,Jaguars,2009,6
Ravens,31,33,Vikings,2009,6
Giants,27,48,Saints,2009,6
Browns,14,27,Steelers,2009,6
Chiefs,14,06,Redskins,2009,6
Panthers,28,21,Buccaneers,2009,6
Eagles,09,13,Raiders,2009,6
Titans,00,59,Patriots,2009,6
Cardinals,27,03,Seahawks,2009,6
Bills,16,13,Jets,2009,6
Bears,14,21,Falcons,2009,6
Broncos,34,23,Chargers,2009,6
Patriots,35,07,Buccaneers,2009,7
Colts,42,06,Rams,2009,7
Vikings,17,27,Steelers,2009,7
Chargers,37,07,Chiefs,2009,7
49ers,21,24,Texans,2009,7
Packers,31,03,Browns,2009,7
Jets,38,00,Raiders,2009,7
Bills,20,09,Panthers,2009,7
Saints,46,34,Dolphins,2009,7
Falcons,21,37,Cowboys,2009,7
Bears,10,45,Bengals,2009,7
Cardinals,24,17,Giants,2009,7
Eagles,27,17,Redskins,2009,7
Broncos,07,30,Ravens,2009,8
Texans,31,10,Bills,2009,8
Browns,06,30,Bears,2009,8
Seahawks,17,38,Cowboys,2009,8
Rams,17,10,Lions,2009,8
49ers,14,18,Colts,2009,8
Giants,17,40,Eagles,2009,8
Dolphins,30,25,Jets,2009,8
Raiders,16,24,Chargers,2009,8
Jaguars,13,30,Titans,2009,8
Panthers,34,21,Cardinals,2009,8
Vikings,38,26,Packers,2009,8
Falcons,27,35,Saints,2009,8
Redskins,17,31,Falcons,2009,9
Cardinals,41,21,Bears,2009,9
Ravens,07,17,Bengals,2009,9
Texans,17,20,Colts,2009,9
Chiefs,21,24,Jaguars,2009,9
Dolphins,17,27,Patriots,2009,9
Packers,28,38,Buccaneers,2009,9
Panthers,20,30,Saints,2009,9
Lions,20,32,Seahawks,2009,9
Chargers,21,20,Giants,2009,9
Titans,34,27,49ers,2009,9
Cowboys,20,16,Eagles,2009,9
Steelers,28,10,Broncos,2009,9
Bears,06,10,49ers,2009,10
Broncos,17,27,Redskins,2009,10
Falcons,19,28,Panthers,2009,10
Bills,17,41,Titans,2009,10
Saints,28,23,Rams,2009,10
Bengals,18,12,Steelers,2009,10
Jaguars,24,22,Jets,2009,10
Buccaneers,23,25,Dolphins,2009,10
Lions,10,27,Vikings,2009,10
Chiefs,16,10,Raiders,2009,10
Cowboys,07,17,Packers,2009,10
Seahawks,20,31,Cardinals,2009,10
Eagles,23,31,Chargers,2009,10
Patriots,34,35,Colts,2009,10
Ravens,16,00,Browns,2009,10
Dolphins,24,17,Panthers,2009,11
Colts,17,15,Ravens,2009,11
Saints,38,07,Buccaneers,2009,11
Falcons,31,34,Giants,2009,11
Seahawks,09,35,Vikings,2009,11
Steelers,24,27,Chiefs,2009,11
Bills,15,18,Jaguars,2009,11
Redskins,06,07,Cowboys,2009,11
Browns,37,38,Lions,2009,11
49ers,24,30,Packers,2009,11
Cardinals,21,13,Rams,2009,11
Chargers,32,03,Broncos,2009,11
Bengals,17,20,Raiders,2009,11
Jets,14,31,Patriots,2009,11
Eagles,24,20,Bears,2009,11
Titans,20,17,Texans,2009,11
Packers,34,12,Lions,2009,12
Raiders,07,24,Cowboys,2009,12
Giants,06,26,Broncos,2009,12
Dolphins,14,31,Bills,2009,12
Buccaneers,17,20,Falcons,2009,12
Browns,07,16,Bengals,2009,12
Seahawks,27,17,Rams,2009,12
Colts,35,27,Texans,2009,12
Panthers,06,17,Jets,2009,12
Redskins,24,27,Eagles,2009,12
Jaguars,03,20,49ers,2009,12
Chiefs,14,43,Chargers,2009,12
Cardinals,17,20,Titans,2009,12
Bears,10,36,Vikings,2009,12
Steelers,17,20,Ravens,2009,12
Patriots,17,38,Saints,2009,12
Jets,19,13,Bills,2009,13
Eagles,34,07,Falcons,2009,13
Patriots,21,22,Dolphins,2009,13
Saints,33,30,Redskins,2009,13
Raiders,27,24,Steelers,2009,13
Broncos,44,13,Chiefs,2009,13
Buccaneers,06,16,Panthers,2009,13
Rams,09,17,Bears,2009,13
Lions,13,23,Bengals,2009,13
Titans,17,27,Colts,2009,13
Texans,18,23,Jaguars,2009,13
Chargers,30,23,Browns,2009,13
49ers,17,20,Seahawks,2009,13
Cowboys,24,31,Giants,2009,13
Vikings,17,30,Cardinals,2009,13
Ravens,14,27,Packers,2009,13
Steelers,06,13,Browns,2009,14
Seahawks,07,34,Texans,2009,14
Bills,16,10,Chiefs,2009,14
Bengals,10,30,Vikings,2009,14
Panthers,10,20,Patriots,2009,14
Jets,26,03,Buccaneers,2009,14
Broncos,16,28,Colts,2009,14
Dolphins,14,10,Jaguars,2009,14
Packers,21,14,Bears,2009,14
Lions,03,48,Ravens,2009,14
Saints,26,23,Falcons,2009,14
Rams,07,47,Titans,2009,14
Redskins,34,13,Raiders,2009,14
Chargers,20,17,Cowboys,2009,14
Eagles,45,38,Giants,2009,14
Cardinals,09,24,49ers,2009,14
Colts,35,31,Jaguars,2009,15
Cowboys,24,17,Saints,2009,15
Texans,16,13,Rams,2009,15
Browns,41,34,Chiefs,2009,15
Falcons,10,07,Jets,2009,15
Patriots,17,10,Bills,2009,15
Dolphins,24,27,Titans,2009,15
Cardinals,31,24,Lions,2009,15
Raiders,20,19,Broncos,2009,15
Bengals,24,27,Chargers,2009,15
Packers,36,37,Steelers,2009,15
Bears,07,31,Ravens,2009,15
49ers,13,27,Eagles,2009,15
Buccaneers,24,07,Seahawks,2009,15
Vikings,07,26,Panthers,2009,15
Giants,45,12,Redskins,2009,15
Chargers,42,17,Titans,2009,16
Bills,03,31,Falcons,2009,16
Ravens,20,23,Steelers,2009,16
Buccaneers,20,17,Saints,2009,16
Jaguars,07,35,Patriots,2009,16
Panthers,41,09,Giants,2009,16
Texans,27,20,Dolphins,2009,16
Chiefs,10,17,Bengals,2009,16
Seahawks,10,48,Packers,2009,16
Raiders,09,23,Browns,2009,16
Rams,10,31,Cardinals,2009,16
Lions,06,20,49ers,2009,16
Broncos,27,30,Eagles,2009,16
Jets,29,15,Colts,2009,16
Cowboys,17,00,Redskins,2009,16
Vikings,30,36,Bears,2009,16
Colts,07,30,Bills,2009,17
Saints,10,23,Panthers,2009,17
Falcons,20,10,Buccaneers,2009,17
49ers,28,06,Rams,2009,17
Giants,07,44,Vikings,2009,17
Steelers,30,24,Dolphins,2009,17
Patriots,27,34,Texans,2009,17
Bears,37,23,Lions,2009,17
Jaguars,17,23,Browns,2009,17
Chiefs,44,24,Broncos,2009,17
Packers,33,07,Cardinals,2009,17
Redskins,20,23,Chargers,2009,17
Ravens,21,13,Raiders,2009,17
Eagles,00,24,Cowboys,2009,17
Titans,17,13,Seahawks,2009,17
Bengals,00,37,Jets,2009,17
Redskins,07,16,Giants,2008,1
Seahawks,10,34,Bills,2008,1
Jets,20,14,Dolphins,2008,1
Chiefs,10,17,Patriots,2008,1
Buccaneers,20,24,Saints,2008,1
Rams,03,38,Eagles,2008,1
Texans,17,38,Steelers,2008,1
Jaguars,10,17,Titans,2008,1
Bengals,10,17,Ravens,2008,1
Lions,21,34,Falcons,2008,1
Panthers,26,24,Chargers,2008,1
Cardinals,23,13,49ers,2008,1
Cowboys,28,10,Browns,2008,1
Bears,29,13,Colts,2008,1
Vikings,19,24,Packers,2008,1
Broncos,41,14,Raiders,2008,1
Bears,17,20,Panthers,2008,2
Titans,24,07,Bengals,2008,2
Saints,24,29,Redskins,2008,2
Giants,41,13,Rams,2008,2
Colts,18,15,Vikings,2008,2
Raiders,23,08,Chiefs,2008,2
Bills,20,16,Jaguars,2008,2
Packers,48,25,Lions,2008,2
Falcons,09,24,Buccaneers,2008,2
49ers,33,30,Seahawks,2008,2
Patriots,19,10,Jets,2008,2
Chargers,38,39,Broncos,2008,2
Dolphins,10,31,Cardinals,2008,2
Steelers,10,06,Browns,2008,2
Eagles,37,41,Cowboys,2008,2
Chiefs,14,38,Falcons,2008,3
Raiders,23,24,Bills,2008,3
Cardinals,17,24,Redskins,2008,3
Texans,12,31,Titans,2008,3
Bengals,23,26,Giants,2008,3
Dolphins,38,13,Patriots,2008,3
Panthers,10,20,Vikings,2008,3
Buccaneers,27,24,Bears,2008,3
Saints,32,34,Broncos,2008,3
Rams,13,37,Seahawks,2008,3
Lions,13,31,49ers,2008,3
Steelers,06,15,Eagles,2008,3
Jaguars,23,21,Colts,2008,3
Browns,10,28,Ravens,2008,3
Cowboys,27,16,Packers,2008,3
Jets,29,48,Chargers,2008,3
Falcons,09,24,Panthers,2008,4
Browns,20,12,Bengals,2008,4
Texans,27,30,Jaguars,2008,4
Broncos,19,33,Chiefs,2008,4
49ers,17,31,Saints,2008,4
Cardinals,35,56,Jets,2008,4
Packers,21,30,Buccaneers,2008,4
Vikings,17,30,Titans,2008,4
Chargers,28,18,Raiders,2008,4
Bills,31,14,Rams,2008,4
Redskins,26,24,Cowboys,2008,4
Eagles,20,24,Bears,2008,4
Ravens,20,23,Steelers,2008,4
Titans,13,10,Ravens,2008,5
Chiefs,00,34,Panthers,2008,5
Bears,34,07,Lions,2008,5
Falcons,27,24,Packers,2008,5
Colts,31,27,Texans,2008,5
Chargers,10,17,Dolphins,2008,5
Seahawks,06,44,Giants,2008,5
Redskins,23,17,Eagles,2008,5
Buccaneers,13,16,Broncos,2008,5
Bills,17,41,Cardinals,2008,5
Bengals,22,31,Cowboys,2008,5
Patriots,30,21,49ers,2008,5
Steelers,26,21,Jaguars,2008,5
Vikings,30,27,Saints,2008,5
Lions,10,12,Vikings,2008,6
Rams,19,17,Redskins,2008,6
Panthers,03,27,Buccaneers,2008,6
Bengals,14,26,Jets,2008,6
Raiders,03,34,Saints,2008,6
Ravens,03,31,Colts,2008,6
Bears,20,22,Falcons,2008,6
Dolphins,28,29,Texans,2008,6
Jaguars,24,17,Broncos,2008,6
Cowboys,24,30,Cardinals,2008,6
Eagles,40,26,49ers,2008,6
Packers,27,17,Seahawks,2008,6
Patriots,10,30,Chargers,2008,6
Giants,14,35,Browns,2008,6
Chargers,14,23,Bills,2008,7
Saints,07,30,Panthers,2008,7
Vikings,41,48,Bears,2008,7
Steelers,38,10,Bengals,2008,7
Titans,34,10,Chiefs,2008,7
Ravens,27,13,Dolphins,2008,7
49ers,17,29,Giants,2008,7
Cowboys,14,34,Rams,2008,7
Lions,21,28,Texans,2008,7
Colts,14,34,Packers,2008,7
Jets,13,16,Raiders,2008,7
Browns,11,14,Redskins,2008,7
Seahawks,10,20,Buccaneers,2008,7
Broncos,07,41,Patriots,2008,7
Falcons,14,27,Eagles,2008,8
Raiders,10,29,Ravens,2008,8
Chargers,32,37,Saints,2008,8
Rams,16,23,Patriots,2008,8
Bills,16,25,Dolphins,2008,8
Redskins,25,17,Lions,2008,8
Chiefs,24,28,Jets,2008,8
Cardinals,23,27,Panthers,2008,8
Buccaneers,09,13,Cowboys,2008,8
Bengals,06,35,Texans,2008,8
Seahawks,34,13,49ers,2008,8
Browns,23,17,Jaguars,2008,8
Giants,21,14,Steelers,2008,8
Colts,21,31,Titans,2008,8
Jets,26,17,Bills,2008,9
Lions,23,27,Bears,2008,9
Jaguars,19,21,Bengals,2008,9
Ravens,37,27,Browns,2008,9
Buccaneers,30,27,Chiefs,2008,9
Texans,21,28,Vikings,2008,9
Cardinals,34,13,Rams,2008,9
Packers,16,19,Titans,2008,9
Dolphins,26,17,Broncos,2008,9
Cowboys,14,35,Giants,2008,9
Falcons,24,00,Raiders,2008,9
Eagles,26,07,Seahawks,2008,9
Patriots,15,18,Colts,2008,9
Steelers,23,06,Redskins,2008,9
Broncos,34,30,Browns,2008,10
Jaguars,38,14,Lions,2008,10
Rams,03,47,Jets,2008,10
Bills,10,20,Patriots,2008,10
Packers,27,28,Vikings,2008,10
Seahawks,19,21,Dolphins,2008,10
Saints,20,34,Falcons,2008,10
Titans,21,14,Bears,2008,10
Ravens,41,13,Texans,2008,10
Panthers,17,06,Raiders,2008,10
Colts,24,20,Steelers,2008,10
Chiefs,19,20,Chargers,2008,10
Giants,36,31,Eagles,2008,10
49ers,24,29,Cardinals,2008,10
Jets,34,31,Patriots,2008,11
Ravens,10,30,Giants,2008,11
Broncos,24,20,Falcons,2008,11
Saints,30,20,Chiefs,2008,11
Eagles,13,13,Bengals,2008,11
Bears,03,37,Packers,2008,11
Texans,27,33,Colts,2008,11
Raiders,15,17,Dolphins,2008,11
Vikings,13,19,Buccaneers,2008,11
Lions,22,31,Panthers,2008,11
Cardinals,26,20,Seahawks,2008,11
Rams,16,35,49ers,2008,11
Chargers,10,11,Steelers,2008,11
Titans,24,14,Jaguars,2008,11
Cowboys,14,10,Redskins,2008,11
Browns,29,27,Bills,2008,11
Bengals,10,27,Steelers,2008,12
Buccaneers,38,20,Lions,2008,12
Eagles,07,36,Ravens,2008,12
Texans,16,06,Browns,2008,12
49ers,22,35,Cowboys,2008,12
Jets,34,13,Titans,2008,12
Vikings,30,12,Jaguars,2008,12
Bills,54,31,Chiefs,2008,12
Patriots,48,28,Dolphins,2008,12
Bears,27,03,Rams,2008,12
Raiders,31,10,Broncos,2008,12
Panthers,28,45,Falcons,2008,12
Redskins,20,17,Seahawks,2008,12
Giants,37,29,Cardinals,2008,12
Colts,23,20,Chargers,2008,12
Packers,29,51,Saints,2008,12
Titans,47,10,Lions,2008,13
Seahawks,09,34,Cowboys,2008,13
Cardinals,20,48,Eagles,2008,13
Panthers,35,31,Packers,2008,13
Giants,23,07,Redskins,2008,13
Ravens,34,03,Bengals,2008,13
49ers,10,03,Bills,2008,13
Colts,10,06,Browns,2008,13
Dolphins,16,12,Rams,2008,13
Saints,20,23,Buccaneers,2008,13
Falcons,22,16,Chargers,2008,13
Broncos,34,17,Jets,2008,13
Chiefs,20,13,Raiders,2008,13
Steelers,33,10,Patriots,2008,13
Jaguars,17,30,Texans,2008,13
Bears,14,34,Vikings,2008,13
Raiders,07,34,Chargers,2008,14
Browns,09,28,Titans,2008,14
Jaguars,10,23,Bears,2008,14
Vikings,20,16,Lions,2008,14
